NAME,COUNTRY,CITY,POSTALCODE,WEBSITE,CONTACT_NAME,POSITION
Hilton Podgorica Crna Gora,Montenegro,Podgorica,81000,https://navigate.itb.com/company/Hilton-Podgorica-Crna-Gora--1215869,Bojan Kovacevic,Director of Sales & Marketing
Hilton Sri Lanka,Sri Lanka,Colombo 02,00200,https://navigate.itb.com/company/Hilton-Sri-Lanka--1209677,Zanella Siriwardana,Sales Coordinator
Hipotels Hotels & Resorts,Spain,Cala Millor - Mallorca,07560,https://navigate.itb.com/company/Hipotels-Hotels-Resorts--1214505,Xisco Fullana,Director Comercial
HIS-Miki Travel UK Limited,United Kingdom,London,EC4V 3BJ,https://navigate.itb.com/company/HIS-Miki-Travel-UK-Limited--1027427,Iveta Roos,Coordination Manager
"HIT Alpinea, Družba za turizem, d.o.o.",Slovenia,Kranjska Gora,4280,https://navigate.itb.com/company/HIT-Alpinea-Družba-za-turizem-d-o-o--1019685,Romana Robic,Sales department
"Holiday Ao Nang Beach Resort, Krabi",Thailand,Krabi,81180,https://navigate.itb.com/company/Holiday-Ao-Nang-Beach-Resort-Krabi--1019864,Panisara Piphak,Director of Sales
Holiday Hotels and Resorts Krabi,Thailand,Krabi,81180,https://navigate.itb.com/company/Holiday-Hotels-and-Resorts-Krabi--1204784,Panisara Piphak,Director of Sales
Holiday Inn & Suites Dubai Science Park,United Arab Emirates,Dubai,452233,https://navigate.itb.com/company/Holiday-Inn-Suites-Dubai-Science-Park--1019854,Shadi Attar,Director of Sales & Marketing
Holiday Inn Prague,Czechia,Praha 4,140 00,https://navigate.itb.com/company/Holiday-Inn-Prague--1215904,Dana Bína,
Holiday Inn Resort Kandooma Maldives,Maldives,Male',0000,https://navigate.itb.com/company/Holiday-Inn-Resort-Kandooma-Maldives--1207668,Ahmed Azzam,Sales & Marketing Coordinator
HOLIDAY VILLA HOTELS & RESORTS,Malaysia,Kuala Lumpur,50450,https://navigate.itb.com/company/HOLIDAY-VILLA-HOTELS-RESORTS--1019883,Chan Ming Jee,
HOMES & VILLAS BY GRECOTEL,Greece,Rethymno Crete,74100,https://navigate.itb.com/company/HOMES-VILLAS-BY-GRECOTEL--1216992,Martha Filenta,
Hommage Luxury Hotels Collection,Germany,Köln,50858,https://navigate.itb.com/company/Hommage-Luxury-Hotels-Collection--1214040,Doris Richter,Projektmanagerin der Geschäftsführung
HORSE COUNTRY RESORT CONGRESS &SPA,Italy,ARBOREA,09092,https://navigate.itb.com/company/HORSE-COUNTRY-RESORT-CONGRESS--SPA--1216599,DIEGO BERNARDINI,SALES MANAGER
HOSBEC,Spain,Valencia,46004,https://navigate.itb.com/company/HOSBEC--1215414,Miguel March Woltés,Sales Manager
Hoseasons,United Kingdom,Suffolk,NR32 2LW,https://navigate.itb.com/company/Hoseasons--1020040,Ben Osmond,Third Party Connectivity Manager
Hospitality Visions Lake Lucerne AG,Switzerland,Vitznau,6354,https://navigate.itb.com/company/Hospitality-Visions-Lake-Lucerne-AG--1216450,Andrea Bianca Jalea,
Hotel & Spa Saint Alexis,Réunion,Saint Gilles les Bains,97434,https://navigate.itb.com/company/Hotel-Spa-Saint-Alexis--1024814,Bertrand Moussa,Directeur commercial
Hotel Alemagna,Italy,"Bibione, Venice",30020,https://navigate.itb.com/company/Hotel-Alemagna--1216173,Tiziana Papait,Owner
Hotel Atlantic Hamburg,Germany,Hamburg,20099,https://navigate.itb.com/company/Hotel-Atlantic-Hamburg--1173867,Xavier Steens,Director of Sales and Marketing
"HOTEL BAHIA TROPICAL, S.A.",Spain,Almuñécar,18690,https://navigate.itb.com/company/HOTEL-BAHIA-TROPICAL-S-A--1205876,CHRISTINE BUCZY,SALES MANAGER
HOTELBRAIN SA,Greece,"Argiroupoli, Athens",16452,https://navigate.itb.com/company/HOTELBRAIN-SA--1208122,Alexandra Petraki,Chief Commercial Officer
Hotel Cabin-Klettur-Örk,Iceland,Garðabær,210,https://navigate.itb.com/company/Hotel-Cabin-Klettur-Örk--1216246,Klara Sigurðardóttir,Sales Manger
Hotel Carbona Zrt.,Hungary,Hévíz,H-8380,https://navigate.itb.com/company/Hotel-Carbona-Zrt--1020129,Tibor Pál,director of sales
Hotel Chinzanso Tokyo,Japan,"Tokyo, Bunkyoku, Sekiguchi",112-8680,https://navigate.itb.com/company/Hotel-Chinzanso-Tokyo--1216166,Tsutomu Takeuchi,
Hotel Clover Patong Phuket,Thailand,Phuket,83150,https://navigate.itb.com/company/Hotel-Clover-Patong-Phuket--1030907,THANKAMON DECHARUN,Director Of Sales
Hotel Continental - CHC Venezia Srl,Italy,Venezia,30121,https://navigate.itb.com/company/Hotel-Continental---CHC-Venezia-Srl--1216298,Alessandro Piccardo,Assistant Director
Hotel Coronado,Switzerland,Mendrisio,6850,https://navigate.itb.com/company/Hotel-Coronado--1216524,Roberto Faldo,
Hotel Eleven,Montenegro,Petrovac,85300,https://navigate.itb.com/company/Hotel-Eleven--1216825,Vladimir Medin,General manager
Hoteles Cumbres,Chile,Santiago,7500000,https://navigate.itb.com/company/Hoteles-Cumbres--1020452,Viviana Sauma,Tour&Travel Manager
Hotel Grand Saigon,Vietnam,Ho Chi Minh City,700000,https://navigate.itb.com/company/Hotel-Grand-Saigon--1207727,Phuong Tieu,Senior Sales Manager
Hotel Hills 5* & Hotel Hollywood 4* Sarajevo,Bosnia & Herzegovina,Sarajevo,71000,https://navigate.itb.com/company/Hotel-Hills-5*-Hotel-Hollywood-4*-Sarajevo--1020223,Nermina Sefer,Director
HOTELI ILIDŽA D.D,Bosnia & Herzegovina,SARAJEVO,71210,https://navigate.itb.com/company/HOTELI-ILIDŽA-D-D--1217102,HERMINA AGANOVIĆ,SALES DEPARTMENT
Hotel Il Lato Azzurro,Italy,Venezia,30141,https://navigate.itb.com/company/Hotel-Il-Lato-Azzurro--1216280,Andrea Savoca,Sales Agent
Hotel Indigo Dubai Downtown,United Arab Emirates,Dubai,24666,https://navigate.itb.com/company/Hotel-Indigo-Dubai-Downtown--1216170,Mihaela Ifrim,Sales Manager
Hotel Las Majadas,Chile,Santiago de Chile,6480000,https://navigate.itb.com/company/Hotel-Las-Majadas--1020264,George Horney,Global Business Development
Hotel Leading - Corissia Hotels & Resorts,Greece,Chania,GR73007,https://navigate.itb.com/company/Hotel-Leading---Corissia-Hotels-Resorts--1216027,Eva Bilia,Director of Sales
HOTEL LEADING PC,Greece,CHANIA,73007,https://navigate.itb.com/company/HOTEL-LEADING-PC--1216026,Eva Bilia,Director of Sales
HOTEL LEON D'ORO,Italy,Verona,37135,https://navigate.itb.com/company/HOTEL-LEON-D'ORO--1216181,Barbara Marini,Sales Manager
Hotel Mangart 4* - Hotel Alp 3* Bovec / Znider´s DMC,Slovenia,Maribor,2000,https://navigate.itb.com/company/Hotel-Mangart-4*---Hotel-Alp-3*-Bovec-/-Znider´s-DMC--1216781,Marko Strnad,Manager
Hotel Marquês de Pombal,Portugal,Lisboa,1250-143,https://navigate.itb.com/company/Hotel-Marquês-de-Pombal--1205478,José Marto,
Hotel Pinija,Croatia,Zadar-Petrcane,23231,https://navigate.itb.com/company/Hotel-Pinija--1020330,Danijela Stanić Halapija,Sales and marketing Manager
Hotel Plaza & Lovivo Tour Experience,Italy,Abano Terme,35031,https://navigate.itb.com/company/Hotel-Plaza-Lovivo-Tour-Experience--1216183,Beatrice Canevarolo,Reservation Manager
Hotel Poblado Plaza,Colombia,Medellín,0,https://navigate.itb.com/company/Hotel-Poblado-Plaza--1216838,DIEGO PINEDA COURTNEY,General Manager
Hotel PYR Fuengirola,Spain,Fuengirola,29640,https://navigate.itb.com/company/Hotel-PYR-Fuengirola--1209160,Tarik Harrak Medina,CEO
Hotel Résidence Ness by D-Ocean,Réunion,La Saline les Bains,97434,https://navigate.itb.com/company/Hotel-Résidence-Ness-by-D-Ocean--1028865,Sarah Canevet,Responsable commerciale
Hotel Shambala,Nepal,Kathmandu,44600,https://navigate.itb.com/company/Hotel-Shambala--1020392,Rabindra Manandhar,GENERAL MANAGER
Hotel Splendor shpk,Albania,Vlore,9422 AL,https://navigate.itb.com/company/Hotel-Splendor-shpk--1216422,Lorena Gerveni,General Manager
HOTEL STELLA MARIS E CRUCCURIS RESORT,Italy,VILLASIMIUS,09049,https://navigate.itb.com/company/HOTEL-STELLA-MARIS-E-CRUCCURIS-RESORT--1209661,MARCO ATZORI,DIRETTORE
Hotel Thermal,Czechia,Karlovy Vary,360 01,https://navigate.itb.com/company/Hotel-Thermal--1216379,Markéta Strádalová,
Hotel Vision Budapest**** - Migdal Magyarország Kft.,Hungary,Budapest,1056,https://navigate.itb.com/company/Hotel-Vision-Budapest****---Migdal-Magyarország-Kft--1217115,Bálint Huszár,General Manager
Hotel Winterberg Resort GmbH,Germany,Winterberg,59955,https://navigate.itb.com/company/Hotel-Winterberg-Resort-GmbH--1215340,Auke Damhuis,
Hoti Hoteis,Portugal,Funchal,9000-003,https://navigate.itb.com/company/Hoti-Hoteis--1205458,João Pedro Coelho,
HO TRAM BEACH BOUTIQUE & POULO CONDOR RESORT & SPA,Vietnam,Ba Ria - Vung Tau,7800,https://navigate.itb.com/company/HO-TRAM-BEACH-BOUTIQUE-POULO-CONDOR-RESORT-SPA--1019742,Quynh Le Ngoc,General Manager
HOTUSA GROUPS (KEYTEL),Spain,Barcelona,08013,https://navigate.itb.com/company/HOTUSA-GROUPS-KEYTEL--1020514,Andreu Cordelo Collado,Commercial Director
HR Group Hotels,Netherlands,Amsterdam,1019 BR,https://navigate.itb.com/company/HR-Group-Hotels--1214688,Michel Van Der Elsken,Director of Sales
HSMA Deutschland e.V.,Germany,Berlin,10243,https://navigate.itb.com/company/HSMA-Deutschland-e-V--1020574,Anna Vieth Heuer,Event & Marketing Managerin
htopgroup,Spain,Palafolls,08389,https://navigate.itb.com/company/htopgroup--1205895,Monika Stefkova,senior contracts manager
Sonesta,Egypt,Cairo,19019,https://navigate.itb.com/company/Sonesta--1037961,Tarek Ibrahim,DIRECTOR OF SALES & MARKETING
"Huangshan Tourism Development Co., Ltd.",China,Tunxi Huangshan Anhui,245000,https://navigate.itb.com/company/Huangshan-Tourism-Development-Co-Ltd--1020590,CHEN DONG,Assistant General Manager
Hue Hotels and Resorts,Philippines,Aklan,5608,https://navigate.itb.com/company/Hue-Hotels-and-Resorts--1216346,Ara Charmion Sucaldito,Director of Sales and Marketing
Hugo's Hotels,Malta,St. Julians,STJ 3200,https://navigate.itb.com/company/Hugo's-Hotels--1020631,Josefa Grima,Hotels General Manager
HVD Hotels EAD,Bulgaria,Varna,9000,https://navigate.itb.com/company/HVD-Hotels-EAD--1216406,Svetla Georgieva,Sales Manager
Hyatt Regency,Thailand,Phuket,83150,https://navigate.itb.com/company/Hyatt-Regency--1215734,Chariya Kongchuai,"Director of Sales, Hyatt Regency Phuket"
ibis Phuket Kata,Thailand,Phuket,83100,https://navigate.itb.com/company/ibis-Phuket-Kata--1215636,Kijkawin Punta,Cluster Assistant Director of Sales
ibis Singapore on Bencoolen,Singapore,Singapore,189657,https://navigate.itb.com/company/ibis-Singapore-on-Bencoolen--1020927,Elinda Ong,
Iceland Hotel Collection By Berjaya,Iceland,Reykjavík,102,https://navigate.itb.com/company/Iceland-Hotel-Collection-By-Berjaya--1020963,Ragnheiður I. Halldórsdóttir,Sales Manager
Idiliq Hotel & Resorts - Wyndham Costa del Sol,Spain,Mijas Costa,29649,https://navigate.itb.com/company/Idiliq-Hotel-Resorts---Wyndham-Costa-del-Sol--1216682,ENRIQUE SOLER,Cluster Sales Manager
IFA Insel Ferien Anlagen GmbH & Co.KG,Germany,Berlin-Schönefeld,12529,https://navigate.itb.com/company/IFA-Insel-Ferien-Anlagen-GmbH-Co-KG--1214861,Tomasz Gajec,Senior Talent Acquisition und Employer Branding
Ifuru Island Maldives,Maldives,Male',0000,https://navigate.itb.com/company/Ifuru-Island-Maldives--1215889,Sundar Raj,Director of Sales & Marketing
IHG Hotels at Dubai Festival City,United Arab Emirates,Dubai,45777,https://navigate.itb.com/company/IHG-Hotels-at-Dubai-Festival-City--1021153,Pranav Vohra,Cluster Commercial Director
IKEA Hotell and IKEA Museum,Sweden,Älmhult,34336,https://navigate.itb.com/company/IKEA-Hotell-and-IKEA-Museum--1216021,Malin Månsson,Sales Leader
Ikos Andalusia,Spain,Estepona,29680,https://navigate.itb.com/company/Ikos-Andalusia--1216835,Jeanette González,Sales Manager
Ilirija Resort/Ilirija Travel,Croatia,Biogard na Moru,23210,https://navigate.itb.com/company/Ilirija-Resort/Ilirija-Travel--1021203,Marijana Prtenjača,Sales Director
Iloha Seaview Hotel,Réunion,Saint Leu,97436,https://navigate.itb.com/company/Iloha-Seaview-Hotel--1021215,Stéphanie Dompy,Directrice commerciale
Import Promotion Desk,Germany,Bonn,53111,https://navigate.itb.com/company/Import-Promotion-Desk--1021992,Julia Duckstein,Coordinator Events + Controlling
"Inclusive Collection, part of World of Hyatt",United States of America,Newtown Sq,19073,https://navigate.itb.com/company/Inclusive-Collection-part-of-World-of-Hyatt--1044904,Jeffrey Martinez,"Director, Global Conferences and Events"
"Indaba Hotel, Spa & Conference Centre",South Africa,Johannesburg,2055,https://navigate.itb.com/company/Indaba-Hotel-Spa-Conference-Centre--1214686,Sharon Hunink,Group Marketing & Sales Manager
Indochina Sails - Halong Lan Ha Bay,Vietnam,Hai Phong City,180000,https://navigate.itb.com/company/Indochina-Sails---Halong-Lan-Ha-Bay--1021412,Thu Trang Nguyen,Director of Sales & Marketing
indonesia,Indonesia,Denpasar,80361,https://navigate.itb.com/company/indonesia--1216617,Ni Luh Sugi Artini,Assistant Director of Sales
Inivie Management,Indonesia,denpasar,80361,https://navigate.itb.com/company/Inivie-Management--1207853,charly putra,Corporates Sa;es Director
Inova Hospitality Management,Greece,Nea Moudania,63200,https://navigate.itb.com/company/Inova-Hospitality-Management--1000169,Andreas Birner,Managing Director
InterContinental Bahrain,Bahrain,MANAMA,0,https://navigate.itb.com/company/InterContinental-Bahrain--1215516,VISNJA VUCO,
InterContinental Cairo Citystars,Egypt,Cairo,11737,https://navigate.itb.com/company/InterContinental-Cairo-Citystars--1216491,Wael Sami,Area Commercial Director Egypt - Africa
InterContinental French Polynesia,French Polynesia,Faa'a,98702,https://navigate.itb.com/company/InterContinental-French-Polynesia--1021800,Stephanie Mages,Europe Sales Representative
InterContinental Fujairah Resort,United Arab Emirates,Fujairah,P.O Box 2221,https://navigate.itb.com/company/InterContinental-Fujairah-Resort--1216660,Marie-Christin Rickers,Business Development Executive
InterContinental Malta,Malta,St. Julians,STJ 3310,https://navigate.itb.com/company/InterContinental-Malta--1021809,Stephen Coppini,Cluster Director of Sales
Intercontinental Mauritius Resort,Mauritius,Balaclava,0,https://navigate.itb.com/company/Intercontinental-Mauritius-Resort--1021811,Sheila Moothoo Curpen,
InterContinental Residences Dubai Business Bay,United Arab Emirates,Dubai,112387,https://navigate.itb.com/company/InterContinental-Residences-Dubai-Business-Bay--1216264,Madisse Matar,Cluster DOSM
International Travel Partners,Germany,Müelheim an der Ruhr,45481,https://navigate.itb.com/company/International-Travel-Partners--1021875,Gica Rodrigues,
Intimate Places Limited,Tanzania,Arusha,23301,https://navigate.itb.com/company/Intimate-Places-Limited--1215877,Marc Lawson,CEO
HOSBEC,Spain,Valencia,46004,https://navigate.itb.com/company/HOSBEC--1208346,Miguel March,Sales manager
Invisa Hoteles,Spain,Ibiza,07800,https://navigate.itb.com/company/Invisa-Hoteles--1021967,Cristina Riera,
Island of Krk Tourist Board,Croatia,Krk,51500,https://navigate.itb.com/company/Island-of-Krk-Tourist-Board--1207790,Majda Šale,Director
Italcamel S.p.A. Unipersonale,Italy,Rimini,47924,https://navigate.itb.com/company/Italcamel-S-p-A--Unipersonale--1022175,Antonella Marchesi,
ITO Tours,Netherlands,Leidschendam-voorburg,2266ad,https://navigate.itb.com/company/ITO-Tours--1205264,Georg Kolarik,Managing Director
Jacaranda Tours,Ethiopia,Addis Ababa,4217,https://navigate.itb.com/company/Jacaranda-Tours--1022343,Andinet Kebede,Manager
Jadran hoteli Rijeka,Croatia,Rijeka,51000,https://navigate.itb.com/company/Jadran-hoteli-Rijeka--1022369,Lucija Jukic,Sales and Marketing Director
Jadran Hotels & Camps Riviera Crikvenica,Croatia,Crikvenica,51260,https://navigate.itb.com/company/Jadran-Hotels-Camps-Riviera-Crikvenica--1216440,Gordana Jelenović,Marketing Manager
JA Manafaru,Maldives,Male',00,https://navigate.itb.com/company/JA-Manafaru--1022336,Suzeena Ahmed,Sales Manager
Jambuluwuk Hotels & Resorts,Indonesia,Jakarta Bali,10350,https://navigate.itb.com/company/Jambuluwuk-Hotels-Resorts--1206185,Marchella Purwanaika,VP Marketing
Jänkä Resort,Finland,Äkäslompolo,95970,https://navigate.itb.com/company/Jänkä-Resort--1215578,Sampo Kaulanen,
JA the Resort,United Arab Emirates,Dubai,9255,https://navigate.itb.com/company/JA-the-Resort--1022337,Mariana Silva-Odhiambo,Cluster Assistant Director of Sales
JAZ Hotel Group,Egypt,Giza,12588,https://navigate.itb.com/company/JAZ-Hotel-Group--1022470,HANY ELHADY,DIRECTOR
Jeevawasa Resorts,Indonesia,Ubud,80571,https://navigate.itb.com/company/Jeevawasa-Resorts--1215325,Ira Kusumadewi,Corporate Assistant Director of Sales
Jinan Zhangqiu Mingshui Ancient City Tourism Development Co.Ltd,China,Zhangqiu,250200,https://navigate.itb.com/company/Jinan-Zhangqiu-Mingshui-Ancient-City-Tourism-Development-Co-Ltd--1214268,xun yu Jiang,
JoMA Hospitality and Lifestyle Bali,Indonesia,Bali,80361,https://navigate.itb.com/company/JoMA-Hospitality-and-Lifestyle-Bali--1216473,Mariah Sutrisna,Director
"Jomtien Palm Beach Hotel & Resort, Pattaya",Thailand,Chonburi,20150,https://navigate.itb.com/company/Jomtien-Palm-Beach-Hotel-Resort-Pattaya--1207053,Thamnoon Thamrongvithavatpong,Director
JourneyScapes (Pvt) Ltd/ SigiriyaJungles (Pvt) Ltd,Sri Lanka,Dehiwala,10350,https://navigate.itb.com/company/JourneyScapes-Pvt-Ltd/-SigiriyaJungles-Pvt-Ltd--1213851,Devindre Senaratne,Chairman / Managing Director
Journeys Travel Group AS,Norway,Oslo,0560,https://navigate.itb.com/company/Journeys-Travel-Group-AS--1217057,Veronica Beijer,Product Manager/Lodge manager
JR EAST HOTELS,Japan,1214632,171-8505,https://navigate.itb.com/company/JR-EAST-HOTELS--1214632,Shota Hara,
Jupiter Hotel Group,Portugal,Portimão,8500-802,https://navigate.itb.com/company/Jupiter-Hotel-Group--1216901,Carla Almeida,
JW Mariott  Mauritius,Mauritius,Pointe aux Piments,0,https://navigate.itb.com/company/JW-Mariott--Mauritius--1206692,Valentino Mootoocarpen,
JW Marriot Maldives Resort & Spa,Maldives,Male',000,https://navigate.itb.com/company/JW-Marriot-Maldives-Resort-Spa--1022893,Analiezi Lising,Director of Sales
JW Marriott Kaafu Atoll Island Resort,Maldives,Male',00,https://navigate.itb.com/company/JW-Marriott-Kaafu-Atoll-Island-Resort--1216270,Paravee Mavichak,Director of Sales & Marketing
K. Koulias S.A.,Greece,Kos,85300,https://navigate.itb.com/company/K--Koulias-S-A--1022909,Giorgos Konstantinou,Commercial Director
K'IN RESORT,Belize,Placencia,0,https://navigate.itb.com/company/K'IN-RESORT--1213462,Fabio Olivari,Owner
Kaamos Lodge Oy,Finland,AAVASAKSA,95620,https://navigate.itb.com/company/Kaamos-Lodge-Oy--1215580,Toni Kraatari,
Kafunta Safaris,Zambia,Mfuwe,,https://navigate.itb.com/company/Kafunta-Safaris--1022951,Isabelle Defourny,Marketing Manager
Kaimoo Resorts and Hotels,Maldives,Male',0000,https://navigate.itb.com/company/Kaimoo-Resorts-and-Hotels--1215958,Aishath Shaiba,Marketing Manager
Kaingu Safari Lodge,Zambia,Itezhi Tezhi,0,https://navigate.itb.com/company/Kaingu-Safari-Lodge--1022963,Gilmour Dickson,Director
KaiSol Romance Resort,Egypt,Hurghada,84511,https://navigate.itb.com/company/KaiSol-Romance-Resort--1022976,George Michael,Director of Sales
Kaizen Hoteles,Spain,Jerez de la Frontera,11403,https://navigate.itb.com/company/Kaizen-Hoteles--1216701,Cayetano Gómez Fernández,Chief Corporate Commercial Offcer
Kakslauttanen & Utsjoki Arctic Resorts,Finland,Saariselkä,99830,https://navigate.itb.com/company/Kakslauttanen-Utsjoki-Arctic-Resorts--1208250,Joti Nalluri,Sales and Marketing Manager
Kalandara Resort Lombok,Indonesia,Lombok,83355,https://navigate.itb.com/company/Kalandara-Resort-Lombok--1216163,Lilis Martafeni,Director of Sales & Marketing
Kalfayan Cove Resort & SPA,Greece,Kefalonia,28100,https://navigate.itb.com/company/Kalfayan-Cove-Resort-SPA--1205464,Panagiota Kalafati,Owner
Kalima Group Resorts & Villas,Thailand,Phuket,83150,https://navigate.itb.com/company/Kalima-Group-Resorts-Villas--1204705,Plaeyfar Boonsripra,Cluster Director of Sales & Marketing
